시도,시군구,시설명,주소,전화번호,팩스번호,홈페이지 주소,주차대수,공-사설 구분,허가면적,묘역면적,총매장능력,식당,매점,주차장,유족대기실,장애인편의시설
강원특별자치도,삼척시,삼척시 추모공원 묘지1.2단지,"강원특별자치도 삼척시 강원남부로 4541 (등봉동, 삼척시공원묘지)",033-574-7912,,www.samcheok.go.kr/memorial,500,공설,93727,43371,3103,설치,미설치,설치,미설치,설치
강원특별자치도,속초시,속초공원묘지,강원특별자치도 속초시 노학동 산158,033-639-2953,,,0,공설,15771,15771,470,미설치,미설치,설치,미설치,미설치
강원특별자치도,양구군,양구군공설묘지,강원특별자치도 양구군 양구읍 금강산로 518-40 (하리),033-481-4441,,,30,공설,6744,6744,280,미설치,미설치,설치,미설치,미설치
강원특별자치도,양양군,양양군공설묘원,"강원특별자치도 양양군 양양읍 남대천로 251-121 (월리, 양양군공설묘원)",033-670-2163,,,0,공설,114369,114369,3600,미설치,미설치,설치,설치,미설치
강원특별자치도,강릉시,영동공원묘원,"강원특별자치도 강릉시 강동면 율곡로 2118-45 (안인리, 영동공원관리묘원사무소)",033-645-7444,,,150,사설,195479,1195479,5846,미설치,미설치,설치,미설치,미설치
강원특별자치도,인제군,인제종합장묘센터 하늘공원,강원특별자치도 인제군 남면 자작나무숲길 56 (남전리),033-462-6989,,,0,공설,4959,4959,110,미설치,미설치,설치,미설치,미설치
강원특별자치도,춘천시,재단법인 춘천공원묘원,강원특별자치도 춘천시 신북읍 배후령길 154-18 (천전리),033-252-4444,,www.ccpark.co.kr,100,사설,106751,106751,3305,미설치,미설치,설치,설치,미설치
강원특별자치도,정선군,정선하늘공원,"강원특별자치도 정선군 여량면 서동로 3867-26 (남곡리, 정선하늘공원)",033-560-3437,,www.jsimc.or.kr/layout/basic/page/page2/page07.html,25,공설,129500,19400,1429,설치,미설치,설치,설치,설치
강원특별자치도,강릉시,청솔공원,"강원특별자치도 강릉시 사천면 청솔공원길 334 (석교리, 청솔공원관리사무소)",033-660-3857,,www.gangneung.go.kr/sub/department/contents.jsp?dcod=department/020004/menu_7/menu_7_3,336,공설,248000,248000,19094,설치,설치,설치,설치,설치
강원특별자치도,춘천시,춘천안식공원(묘지),"강원특별자치도 춘천시 동산면 종자리로 331-50 (군자리, 춘천시공설묘원)",033-263-6454,,ccansikwon.co.kr/?c=2/13,10,공설,357797,247408,26500,설치,미설치,설치,설치,미설치
강원특별자치도,원주시,충효공원묘원,강원특별자치도 원주시 문막읍 만디길 62-58 (궁촌리),033-732-0044,,,0,사설,323399,323399,20000,설치,미설치,설치,미설치,미설치
강원특별자치도,태백시,태백공원묘원,"강원도 태백시 백두대간로 844 (창죽동, 태백공동묘지)",033-550-2844,033-550-2961,,0,공설,155447,123520,2627,설치,미설치,설치,설치,설치
강원특별자치도,평창군,평창군 공설묘원(묘지),"강원특별자치도 평창군 방림면 서동로 1741-36 (방림리, 평창공원묘지)",033-339-9026,,www.pcfmc.or.kr/facilities04,120,공설,0,65687,2140,설치,미설치,설치,미설치,미설치
강원특별자치도,홍천군,홍천군공설묘원,강원특별자치도 홍천군 홍천읍 느리울길 141-22 (하오안리),033-430-2106,,,100,공설,995,0,104,미설치,미설치,설치,설치,미설치
강원특별자치도,화천군,화천공원묘원,강원특별자치도 화천군 하남면 원천리 9-13,033-440-2316,,www.provin.gangwon.kr/gw/portal/sub07_02_07_01,0,공설,1749,1749,58,미설치,미설치,미설치,미설치,미설치
강원특별자치도,횡성군,횡성군공설추모공원(묘지),강원특별자치도 횡성군 갑천면 태기로구방8길 132 (구방리),033-340-2904,,,0,공설,10020,10020,66,미설치,설치,설치,설치,미설치
충청북도,제천시,(재)개나리추모공원,충청북도 제천시 송학면 도화로 194 (도화리),043-642-4444,,,0,사설,158484,0,7630,미설치,미설치,설치,설치,미설치
충청북도,음성군,(재)대지공원묘원,충청북도 음성군 생극면 오신로 504-63 (신양리),043-878-3854,,,1000,사설,582414,0,6009,미설치,미설치,설치,설치,미설치
충청북도,충주시,(재)진달래문화재단,충청북도 충주시 앙성면 와평2길 84 (지당리),043-855-4444,,www.jindallae.kr,30,사설,68628,27192,18000,미설치,설치,설치,미설치,미설치
충청북도,증평군,(재)천주교유지재단 청주교구묘원,충청북도 증평군 증평읍 미암리 산114-1,043-838-8141,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
충청북도,음성군,꽃동네낙원묘지,충청북도 음성군 맹동면 통동리 산56-21,043-879-0106,,,0,사설,18585,18585,18585,미설치,미설치,미설치,미설치,미설치
충청북도,청주시,매화공원묘지,충청북도 청주시 상당구 가덕면 상장인차로 460 (청용리),043-251-3560,,www.cjsisul.or.kr/home/sub.do?menukey=272,0,공설,2876,2876,19,미설치,미설치,미설치,미설치,미설치
충청북도,청주시,오창장미공원,충청북도 청주시 청원구 오창읍 양청3길 88 (양청리),043-270-7330,,www.cjsisul.or.kr,0,공설,142111,95339,8500,설치,설치,설치,미설치,미설치
충청북도,옥천군,옥천군공설묘지,충청북도 옥천군 군서면 월전리 산19-1,043-733-4404,,,0,공설,98611,1800,220,미설치,미설치,미설치,미설치,미설치
충청북도,진천군,진천군공설묘지,"충청북도 진천군 진천읍 백곡로 1465-34 (장관리, 진천군공설묘지)",043-539-3868,,,0,공설,69107,28628,3000,설치,미설치,설치,설치,설치
충청북도,청주시,천주교가덕공원묘지,충청북도 청주시 상당구 가덕면 시동리 산15,043-298-5880,,,0,사설,61436,61304,6543,미설치,미설치,설치,미설치,미설치
충청북도,청주시,청주시목련공원묘지,충청북도 청주시 상당구 목련로 731 (월오동),043-270-8578,,www.cjsisul.or.kr/home/sub.do?menukey=262,180,공설,108900,90000,6500,설치,설치,설치,설치,설치
충청북도,충주시,충주공원묘원,충청북도 충주시 두루봉길 57 (목행동),043-853-3414,,,0,사설,0,132485,4560,설치,미설치,설치,설치,설치
충청북도,충주시,충주시공설묘지,충청북도 충주시 주덕읍 화곡1길 430 (화곡리),043-850-2301,,,0,공설,25884,25884,1100,설치,미설치,설치,설치,설치
충청북도,충주시,충주천주교회 성요셉공원묘원,충청북도 충주시 단월동 산33-1,043-845-1010,,,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
충청남도,천안시동남구,(재)천안공원(묘지),충청남도 천안시 동남구 광덕면 광덕로 383 (신덕리),1544-4471,041-567-0535,www.hurian.com,1000,사설,1083527,1005969,41542,설치,설치,설치,설치,미설치
충청남도,금산군,(재)평화공원,충청남도 금산군 복수면 복수로 1015-81 (신대리),041-752-8503,,,1000,사설,260565,570884,15000,미설치,미설치,설치,설치,미설치
충청남도,천안시,(재)풍산공원묘원,"충청남도 천안시 동남구 병천면 풍산공원길 70 (봉항리, 풍산공원묘역)",041-554-4199,041-554-4197,www.pungsanpark.co.kr,800,사설,484131,484131,18043,미설치,미설치,설치,설치,미설치
충청남도,예산군,(재)화산추모공원(묘지),충청남도 예산군 대술면 대술로 574-57 (화산리),041-332-2284,,www.hwasanpark.co.kr,60,사설,204696,103033,8952,설치,미설치,설치,미설치,미설치
충청남도,당진시,남부권공설묘지,"충청남도 당진시 대호지면 봉선길 123 (장정리, 어성정공동묘지)",041-362-7387,,www.dangjin.go.kr/html/welf/old/old_07_05.html,0,공설,29554,29554,0,미설치,미설치,미설치,미설치,미설치
충청남도,계룡시,대성공원묘원,충청남도 계룡시 두마면 제1산단로 68 (입암리),042-585-0536,,,0,사설,106326,105204,3529,미설치,미설치,미설치,미설치,미설치
충청남도,당진시,대호지공설묘지,"충청남도 당진시 대호지면 봉선길 123 (장정리, 어성정공동묘지)",041-353-3044,,www.dangjin.go.kr/html/welf/old/old_07_04.html,0,공설,25938,19638,939,미설치,미설치,설치,미설치,미설치
충청남도,보령시,보령시모란공원,충청남도 보령시 성주면 만수로 693 (개화리),041-933-5671,,www.brsisul.or.kr/kor/sub01_03_01.do,0,공설,10642,10642,280,설치,설치,설치,미설치,설치
충청남도,서산시,서산시희망공원(묘지),충청남도 서산시 인지면 무학재2길 106 (산동리),041-660-2719,,www.seosan.go.kr/welfare/move.do?usr_menu_cd=2302080000,0,공설,109883,28560,1096,미설치,미설치,설치,미설치,미설치
충청남도,당진시,석문공설묘지,"충청남도 당진시 석문면 통정1길 86-38 (삼화리, 공설묘지관리사)",041-353-5944,,www.dangjin.go.kr/html/welf/old/old_07_04.html,0,공설,6611,6611,295,미설치,미설치,설치,미설치,미설치
충청남도,당진시,솔뫼공설묘지,충청남도 당진시 우강면 우강송산로 64 (송산리),041-363-4786,,www.dangjin.go.kr/html/welf/old/old_07_04.html,0,공설,9620,9620,85,미설치,미설치,설치,미설치,미설치
충청남도,예산군,예산군추모공원,"충청남도 예산군 응봉면 예당로 1345-12 (평촌리, 예산군추모공원)",041-339-8252,041-339-8259,,0,공설,336561,148088,7493,설치,설치,설치,미설치,미설치
충청남도,논산시,진달래공원묘원,충청남도 논산시 벌곡면 벌곡로 234-161 (신양리),042-253-5770,042-256-5159,,0,사설,0,0,0,미설치,미설치,설치,미설치,미설치
충청남도,아산시,천주교성환공원묘지,"충청남도 아산시 음봉면 연암율금로 345-58 (소동리, 성환공원묘지)",041-546-7265,,,0,사설,758309,249499,29021,미설치,미설치,설치,미설치,미설치
충청남도,부여군,청송리 제1공동묘지,충청남도 부여군 세도면 청송리 산17-1,041-830-6748,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
충청남도,부여군,청송리 제2공동묘지,충청남도 부여군 세도면 청송리 산17-15,041-830-6748,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
충청남도,부여군,청송리 제3공동묘지,충청남도 부여군 세도면 청송리 산17-24,041-830-6748,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
충청남도,부여군,청송리 제4공동묘지,충청남도 부여군 세도면 청송리 산17-35,041-830-6748,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
충청남도,부여군,청송리 제5공동묘지,충청남도 부여군 세도면 청송리 32-1,041-830-6748,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
충청남도,부여군,청송리 제6공동묘지,충청남도 부여군 세도면 청송리 32-6,041-830-6748,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
충청남도,청양군,청양군추모공원(묘지),충청남도 청양군 화성면 신수길 142-18 (수정리),041-940-2086,,,80,공설,95554,20247,1060,미설치,미설치,설치,미설치,미설치
충청남도,홍성군,홍성공원묘지,충청남도 홍성군 갈산면 부기리 3,041-630-9823,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
전북특별자치도,군산시,(재)봉황공원묘지,전라북도 군산시 임피면 미원리 산100-1,063-453-5533,,,100,사설,89171,89171,5017,설치,미설치,설치,설치,미설치
전북특별자치도,군산시,(재)성산공원(묘지),"전라북도 군산시 성산면 왕골로 239-29 (대명리, 성산공원)",063-453-5510,,www.ssmemorialpark.co.kr,0,사설,0,0,0,미설치,미설치,미설치,미설치,미설치
전북특별자치도,진안군,(재)전주공원묘원,"전라북도 진안군 부귀면 모래재로 571 (세동리, 모래공원)",063-433-9104,,,0,사설,11107,11107,55,미설치,미설치,미설치,미설치,미설치
전북특별자치도,김제시,(재)지평선전북공원묘원(묘지),전라북도 김제시 금구면 선암1길 290 (선암리),063-546-5011,,blog.naver.com/jb09002 ,100,사설,190560,47940,500,미설치,미설치,설치,설치,설치
전북특별자치도,무주군,(재)하늘공원 묘원,전라북도 무주군 적상면 방이리 산158-1,063-320-4000,,,0,사설,31636,18981,2560,미설치,미설치,미설치,미설치,미설치
전북특별자치도,완주군,(재)호정공원(묘지),전라북도 완주군 화산면 운곡로 381-64 (운곡리),063-214-1009,,www.hjcloud9.com/,480,사설,103763,24934,2968,미설치,미설치,설치,설치,설치
전북특별자치도,정읍시,(재)화신공원묘원,전라북도 정읍시 옹동면 옹동용호길 110-76 (용호리),063-538-4905,,,200,사설,139523,139523,7992,설치,미설치,설치,설치,미설치
전북특별자치도,군산시,군산시공설묘지,"전라북도 군산시 임피면 서원석곡로 436-34 (보석리, 승화원)",063-453-4055,,,0,공설,1496,1496,0,미설치,미설치,미설치,미설치,미설치
전북특별자치도,고창군,부안수동공설묘지,전라북도 고창군 부안면 수동리 산51-10,063-560-2614,,,0,공설,430135,121149,23047,미설치,미설치,설치,미설치,미설치
전북특별자치도,고창군,부안용산공설묘지,전라북도 고창군 부안면 복분자로 567-2 (용산리),063-560-2614,,,0,공설,114444,86133,4205,설치,설치,설치,설치,미설치
전북특별자치도,진안군,상전망향의공설묘지,전라북도 진안군 상전면 갈현리 367,063-432-9533,,,0,공설,211527,17596,520,미설치,미설치,미설치,미설치,미설치
전북특별자치도,고창군,신림덕화공설묘지,전라북도 고창군 신림면 가평로 576 (덕화리),063-560-2613,,,0,공설,22017,22017,650,미설치,미설치,미설치,미설치,미설치
전북특별자치도,고창군,아산주진공설묘지,전라북도 고창군 아산면 주진리 산16,063-560-2603,,,0,공설,33952,33952,1415,미설치,미설치,설치,미설치,미설치
전북특별자치도,익산시,여산공설묘지,"전라북도 익산시 여산면 가람로 515-50 (두여리, 국군유공자위령공원묘지)",063-833-3657,,,0,공설,30625,30625,2425,미설치,미설치,설치,미설치,미설치
전북특별자치도,익산시,영모묘원,"전라북도 익산시 왕궁면 호반로 173-45 (동봉리, 영모묘원납골당)",063-836-4311,063-836-4313,ymw.kr,1000,사설,131016,42000,13998,설치,미설치,설치,설치,설치
전북특별자치도,군산시,오식도공설묘지(민간위탁),전라북도 군산시 오식도동 503-2,063-445-3400,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
전북특별자치도,완주군,완주군 공설공원묘지,전라북도 완주군 봉동읍 우주로 270-68 (구암리),063-290-2208,,www.wanju.go.kr/index.wanju?menuCd=DOM_000000104002005005,1500,공설,101593,101593,10900,미설치,미설치,설치,설치,미설치
전북특별자치도,진안군,용담망향의공설묘지,전라북도 진안군 용담면 송풍리 산101-1,063-430-8206,,,0,공설,187042,130926,800,미설치,미설치,설치,미설치,미설치
전북특별자치도,익산시,익산하늘공원묘지,"전라북도 익산시 무왕로 1471-63 (석왕동, 익산공원묘지)",063-859-3847,063-859-5072,,0,공설,0,56436,4948,미설치,설치,설치,설치,미설치
전북특별자치도,임실군,임실군공설묘지,전라북도 임실군 성수면 월평리 산193,063-640-2605,,,0,공설,14073,14073,312,미설치,미설치,설치,미설치,미설치
전북특별자치도,장수군,장계공설묘지,전라북도 장수군 장계면 금덕리 산74-1,063-350-2343,,,0,공설,9620,9620,213,미설치,미설치,설치,미설치,미설치
전북특별자치도,전주시,전주효자공원,"전라북도 전주시 완산구 콩쥐팥쥐로 1705-138 (효자동3가, 전주승화원)",063-239-2694,,www.jjss.or.kr/content02/02_02.asp,1000,공설,127600,109999,0,미설치,미설치,설치,미설치,미설치
전북특별자치도,정읍시,정읍시입암묘지공원,전라북도 정읍시 입암면 연월리 산159,063-539-7153,,,0,공설,22131,22131,491,미설치,미설치,설치,미설치,미설치
전북특별자치도,진안군,후방산 공설묘지,"전라북도 진안군 진안읍 중앙로 67 (군하리, 진안군청)",063-430-2314,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
전라남도,담양군,(재)광주대교구 담양천주교공원묘원,전라남도 담양군 월산면 월광로 512 (광암리),062-227-7124,,www.gjccp.kr,0,사설,181944,109455,13795,미설치,미설치,설치,설치,미설치
전라남도,여수시,(재)광주대교구 여수천주교공원묘원,전라남도 여수시 소라면 봉두리 산190-6,061-666-5004,,,50,사설,127747,101960,5567,설치,미설치,설치,미설치,미설치
전라남도,여수시,(재)예다원 묘원,전라남도 여수시 소라면 운암길 6 (봉두리),061-665-1004,,,0,사설,18645,11000,635,미설치,미설치,설치,미설치,미설치
전라남도,담양군,갑향군립묘원(묘지),"전라남도 담양군 대전면 추성로 468 (갑향리, 갑향공원)",061-380-3383,,,50,공설,7438,7438,200,미설치,미설치,설치,설치,미설치
전라남도,나주시,공산면공설묘지,전라남도 나주시 공산면 금곡리 317-3,061-339-3686,,,0,공설,67818,67818,5606,미설치,미설치,미설치,미설치,미설치
전라남도,광양시,광양시립영세공원 묘지,전라남도 광양시 광양읍 직동1길 300 (죽림리),061-762-4449,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
전라남도,구례군,구례군공설묘지,전라남도 구례군 마산면 사도리 산34,061-781-6095,,gurye.go.kr,15,공설,10489,10489,77,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,금남동공설묘지,전라남도 나주시 보산동 산3,061-339-8475,,,0,공설,18140,18140,2143,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,금천면공설묘지(폐쇄),전라남도 나주시 금천면 오강리 산33,061-339-8475,,,0,공설,50083,50083,587,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,남평읍공설묘지,전라남도 나주시 남평읍 교원리 산10-1,061-339-3527,,,0,공설,135150,135150,1954,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,노안면공설묘지(폐쇄),전라남도 나주시 노안면 유곡리 산163,061-061-8604,,,0,공설,6856,6856,72,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,다도면공설묘지,전라남도 나주시 다도면 풍산리 산26,061-339-8473,,,0,공설,29950,29950,3200,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,다시면공설묘지,전라남도 나주시 다시면 회진리 산35,061-339-3710,,,0,공설,92321,92321,1111,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,동강면공설묘지,전라남도 나주시 동강면 월양리 15-11,061-339-3538,,,0,공설,65240,65240,827,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,문평면공설묘지,전라남도 나주시 문평면 북동리 산119-3,061-339-8474,,,0,공설,1320,109,109,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,반남면공설묘지,전라남도 나주시 반남면 흥덕리 302-33,061-339-3658,,,0,공설,12872,12872,108,미설치,미설치,미설치,미설치,미설치
전라남도,보성군,보성공설묘지,전라남도 보성군 보성읍 대야리 1644-1,061-850-5614,,,0,공설,240273,1305,132,미설치,미설치,설치,미설치,미설치
전라남도,나주시,봉황면공설묘지,전라남도 나주시 봉황면 철천리 산132,061-339-8473,,,0,공설,428590,215067,15186,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,부활동산종교재단법인,전라남도 나주시 봉황면 송현리 산74-2,061-332-7978,,,0,사설,477819,477819,23341,미설치,미설치,설치,미설치,미설치
전라남도,나주시,산포면공설묘지,전라남도 나주시 산포면 신도리 산24-1,061-339-8473,,,0,공설,118710,47484,2500,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,성북동공설묘지,전라남도 나주시 대호동 산161,061-339-8474,,,0,공설,1663,1663,77,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,세지면공설묘지,전라남도 나주시 세지면 대산리 산108,061-339-3621,,,0,공설,39654,39654,300,미설치,미설치,미설치,미설치,미설치
전라남도,순천시,순천시립공원묘지,전라남도 순천시 용수동길 920 (삼거동),061-749-4520,061-749-4520,www.suncheon.go.kr,0,공설,210862,210862,6476,미설치,미설치,설치,미설치,미설치
전라남도,여수시,여수시공설묘지공원,전라남도 여수시 소라면 봉두리 산190 ,061-685-8100,061-659-5889,yeosu.go.kr,4,공설,595830,595830,22846,미설치,설치,설치,설치,미설치
전라남도,나주시,영강동공설묘지,전라남도 나주시 안창동 97,061-339-8473,,,0,공설,9818,2969,14,미설치,미설치,미설치,미설치,미설치
전라남도,나주시,영산동공설묘지,전라남도 나주시 평산동 산65-4,061-339-8475,,,0,공설,285322,142661,9415,미설치,미설치,미설치,미설치,미설치
전라남도,영암군,영암군군서공설묘지,전라남도 영암군 군서면 동구림리 산42,061-470-2647,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
전라남도,영암군,영암군금정공설묘지,전라남도 영암군 금정면 용흥리 산227,061-470-2643,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
전라남도,영암군,영암군덕진공설묘지,전라남도 영암군 덕진면 영보리 산24,061-470-2642,,,0,공설,20765,20765,200,미설치,미설치,미설치,미설치,미설치
전라남도,영암군,영암군시종공설묘지,전라남도 영암군 시종면 월송리 산1,061-470-2645,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
전라남도,영암군,영암군신북공설묘지,전라남도 영암군 신북면 월평리 산35,061-470-2644,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
전라남도,영암군,영암군학산공설묘지,전라남도 영암군 학산면 상월리 산139-13,061-470-2649,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
전라남도,담양군,오룡군립묘원(묘지),전라남도 담양군 무정면 오룡리 산29,061-380-3384,,,50,공설,10347,4656,344,미설치,미설치,설치,설치,미설치
전라남도,완도군,완도군추모공원,전라남도 완도군 군외면 청해진서로 1702 (삼두리),061-550-5328,,,40,공설,116474,27740,1000,미설치,미설치,설치,설치,미설치
전라남도,나주시,왕곡면공설묘지,전라남도 나주시 왕곡면 덕산리 산74,061-339-3639,,,0,공설,99141,99142,875,미설치,미설치,설치,미설치,미설치
전라남도,무안군,유달공원묘지,전라남도 무안군 삼향읍 수련길 255 (지산리),061-282-4437,,,0,사설,104856,18156,1200,미설치,설치,설치,설치,미설치
전라남도,장흥군,유치공설공원묘지,전라남도 장흥군 유치면 대리 산105-1,061-863-0454,,,10,공설,25811,25811,2400,미설치,미설치,설치,미설치,미설치
전라남도,나주시,이창동공설묘지,전라남도 나주시 이창동 산19-1,061-339-8474,,,0,공설,23802,23802,528,미설치,미설치,미설치,미설치,미설치
전라남도,장흥군,장흥공설공원묘지,"전라남도 장흥군 장흥읍 금산신기길 131 (금산리, 공원묘지관리실)",061-863-0454,,,30,공설,73758,73758,5966,미설치,미설치,설치,미설치,미설치
전라남도,나주시,천주교나주성당공원묘지,전라남도 나주시 청동 산81-1,061-334-2123,,,0,사설,3966,3966,440,미설치,미설치,미설치,미설치,미설치
전라남도,강진군,칠량자연공원묘원,전라남도 강진군 칠량면 삼흥공원길 178-54 (삼흥리),061-433-2011,,www.chilryang.com,50,사설,194674,92430,15000,미설치,미설치,설치,미설치,미설치
전라남도,해남군,해남신안공설묘지,전라남도 해남군 해남읍 신안리 467-3,061-533-8806,,,0,공설,11802,11802,352,미설치,미설치,미설치,미설치,미설치
전라남도,해남군,화산연정공설묘지,전라남도 해남군 화산면 연정리 산61,061-531-3072,,,0,공설,156761,156761,2100,미설치,미설치,미설치,미설치,미설치
전라남도,해남군,황산병온공설묘지,전라남도 해남군 황산면 송호리 890,061-531-3473,,,0,공설,25388,25388,801,미설치,미설치,미설치,미설치,미설치
경상북도,경산시,(재)경맥백합공원,경상북도 경산시 남천면 남천로 188-60 (흥산리),053-813-6044,,,80,사설,109807,98000,10895,미설치,미설치,설치,미설치,미설치
경상북도,경주시,(재)경주공원묘원,경상북도 경주시 강동면 오금큰길 505 (왕신리),054-763-4444,,www.gjpark.co.kr,0,사설,645457,949710,26940,설치,설치,설치,설치,설치
경상북도,경산시,(재)금곡장미공원,경상북도 경산시 남천면 금곡길 28-75 (금곡리),053-814-8800,,,0,사설,7119,7119,45,미설치,미설치,미설치,미설치,미설치
경상북도,성주군,(재)남양공원묘원,경상북도 성주군 선남면 관용로 401-41 (오도리),054-932-4444,,www.nypark.co.kr,0,사설,450000,430000,2500,설치,설치,설치,미설치,미설치
경상북도,경주시,(재)대명공원묘원,경상북도 경주시 강동면 비학로 50-126 (단구리),054-762-3810,054-752-3811,,1000,사설,177559,147581,13000,설치,미설치,설치,미설치,미설치
경상북도,포항시남구,(재)동산공원묘원,경상북도 포항시 남구 동해면 동해안로 5294-90 (상정리),054-248-4444,,,125,사설,170284,32660,3514,설치,미설치,설치,설치,미설치
경상북도,안동시,(재)안동추모공원(묘지),경상북도 안동시 풍산읍 본마을길 36-69 (노리),054-843-7023,,www.andongpark.net,0,사설,0,0,0,미설치,설치,설치,설치,미설치
경상북도,성주군,(재)우성공원묘원,"경상북도 성주군 선남면 관용로 470-54 (용신리, 우성공원사무소)",054-933-4774,054-933-7778,woosungpark.com,900,사설,247933,247933,20000,미설치,설치,설치,설치,미설치
경상북도,칠곡군,(재)조양공원,경상북도 칠곡군 지천면 달방길 215 (달서리),054-972-2205,,,0,사설,198000,158400,10667,설치,미설치,설치,설치,미설치
경상북도,칠곡군,(재)청구공원,경상북도 칠곡군 지천면 백송로 197 (백운리),054-972-1382,,,500,사설,969620,149217,16500,설치,설치,설치,미설치,미설치
경상북도,칠곡군,(재)학명묘원,경상북도 칠곡군 동명면 학명리 산81-1,054-972-5560,,,200,사설,165000,99000,6689,설치,미설치,설치,설치,미설치
경상북도,경산시,경산공원묘원,경상북도 경산시 남천면 남성현로 1011-208 (하도리),053-814-9900,,,0,사설,6248,6248,18,미설치,미설치,미설치,미설치,미설치
경상북도,구미시,구미시선산공설묘지(만장),경상북도 구미시 선산읍 봉곡리 산41,054-480-5188,,,0,공설,0,0,0,미설치,미설치,미설치,미설치,미설치
경상북도,구미시,구미시옥계공설묘지(만장),경상북도 구미시 옥계동 산5-1,054-480-5189,,,0,공설,31930,31930,1500,미설치,미설치,미설치,미설치,미설치
경상북도,김천시,금릉공원묘원,경상북도 김천시 봉산면 광천4길 155-200 (광천리),054-430-0333,,www.grpark.co.kr,100,사설,569707,1143353,25000,설치,설치,설치,설치,설치
경상북도,경산시,대구공원,경상북도 경산시 남천면 하도리 산185,053-816-0834,,,0,사설,4747,4747,395,미설치,미설치,미설치,미설치,미설치
경상북도,영덕군,삼계공설묘지,경상북도 영덕군 영덕읍 삼계리 산66,054-730-7104,,,0,공설,6611,6600,300,설치,미설치,설치,설치,미설치
경상북도,상주시,상주시공설묘지(만장),경상북도 상주시 낙동면 신상리 산8-1,054-532-5704,,,0,공설,694,694,174,미설치,미설치,미설치,미설치,미설치
경상북도,경주시,서라벌공원묘원,경상북도 경주시 서면 갠버불길 183-119 (운대리),054-751-1444,,www.seorabolpark.com,0,사설,154860,95430,4747,설치,설치,설치,미설치,미설치
경상북도,성주군,성주군공설묘지,경상북도 성주군 선남면 관화리 산31-1,054-930-6231,,,0,공설,11504,11504,345,미설치,미설치,미설치,미설치,미설치
경상북도,구미시,재단법인선산공원묘원,경상북도 구미시 옥성면 선상동로 419 (초곡리),054-481-0409,,,400,사설,105352,97804,7500,미설치,미설치,설치,미설치,미설치
경상북도,울진군,죽변화성리공설묘지,"경상북도 울진군 죽변면 성내길 116-9 (화성리, 울진공설묘지관리사무소)",054-789-6681,,,0,공설,320727,192430,10140,미설치,미설치,미설치,미설치,미설치
경상북도,경주시,천부교추모공원,경상북도 경주시 양남면 효동리 1779,051-721-4130,,,213,사설,157976,157976,10529,설치,미설치,설치,설치,미설치
경상북도,김천시,천주교 김천공원묘원,경상북도 김천시 개령면 황계길 280-41 (황계리),054-433-3880,,,0,사설,0,34625,2600,미설치,미설치,미설치,미설치,미설치
경상북도,포항시북구,포항공원묘원,"경상북도 포항시 북구 흥해읍 도음로 764-100 (대련리, 포항공원묘원관리사무실)",054-262-5453,,,0,사설,4866,4866,388,미설치,미설치,설치,설치,미설치
경상북도,칠곡군,현대공원1묘원,경상북도 칠곡군 지천면 낙산로3길 34-22 (낙산리),053-312-1755,053-312-1756,www.hdpark.co.kr,300,사설,562234,393564,26456,설치,미설치,설치,설치,미설치
경상북도,칠곡군,현대공원2묘원,경상북도 칠곡군 동명면 다부거문1길 51-75 (가천리),054-972-6375,054-973-6375,www.hdpark.co.kr,300,사설,292386,213280,14337,설치,미설치,설치,설치,미설치
경상남도,김해시,(재)낙원추모공원,경상남도 김해시 한림면 김해대로1402번길 148 (신천리),055-343-0656,055-343-0650,www.nakwonpark.co.kr,0,사설,446204,273894,30000,설치,설치,설치,미설치,미설치
