지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
152,울산,2015-12-27,3.4,-.6,2350,8.8,1315,,,,,,,8.3,50,926,4.8,50,935,2.6,2275,360,-12.6,7,1405,37.4,2.8,1022.2,1029.8,2316,1022.5,12,1026.5,9.8,8.5,,,,,,,,,.6,0,1.9,-5.9,,,,,,,,,,,,,{박무}0140-{박무}{강도0}0300-{박무}{강도0}0600-0630. {연무}0620-0850.,
152,울산,2015-12-28,.6,-2.5,749,5.1,1445,,,,,,,12.4,290,2106,7.8,290,2054,3.9,3370,320,-18,14,557,24.4,1.6,1025.4,1031.8,2254,1028.1,1333,1029.8,9.8,8.6,,,,,,,,,.4,0,-.1,-9.5,,,,,,,,,,,,,,
152,울산,2015-12-29,2.3,-2.7,636,8.2,1535,,,,,,,9.5,340,118,5.9,340,119,2.6,2289,340,-15.8,9,1617,27,1.8,1026.8,1033.2,753,1029.5,1359,1031.2,9.8,8.9,,,,,,,,,.8,0,.6,-8.7,,,,,,,,,,,,,,
152,울산,2015-12-30,3,-2.4,642,10.5,1359,,,,,,,5.1,140,1538,3.6,110,1450,1.4,1182,270,-6.6,23,1355,50.9,3.8,1024.5,1031.6,800,1026.7,1510,1028.9,9.8,8.9,,,,,,,,,.3,.3,.9,-9.8,,,,,,,,,,,,,,
152,울산,2015-12-31,4.2,.1,101,9.2,1342,,,,,,,10.4,340,1215,6,340,1224,2.3,1973,320,-4,37,1527,56.3,4.5,1024.6,1032.5,2236,1026,525,1029,9.8,7.7,,,,,,,,,1.6,1.6,2.4,-6.7,,,,,,,,,,,,,{연무}0650-0730.,
155,창원,2015-12-27,3.3,-.8,2359,6.9,1409,,,,,,,9.4,20,1032,5.5,20,1029,2.3,1958,20,-10.1,16,2049,39.8,3.2,1021.6,1029.8,2255,1022.4,1,1026.3,9.8,8,1200,1.93,10.9,,,,,,1.4,0,1.9,-2.4,,,,,,,,,,,,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-1145.,
155,창원,2015-12-28,-.8,-4.1,649,4.1,1555,,,,,,,9.4,340,837,5.3,20,1206,2.2,1939,20,-14.6,25,1853,34.5,2,1025.9,1032.7,2117,1028.9,1457,1030.7,9.8,8.9,1200,2.03,12.27,,,,,,.1,0,-.6,-5.4,,,,,,,,,,,,,,
155,창원,2015-12-29,.7,-3.4,717,5.4,1348,,,,,,,9.6,50,1044,5.4,20,1053,2.3,1969,20,-12.3,12,1344,38.4,2.4,1027,1033.7,932,1030.1,1353,1031.7,9.8,8.9,1200,2.08,12.55,,,,,,.4,0,-.5,-4.8,,,,,,,,,,,,,,
155,창원,2015-12-30,1.7,-1.9,600,6.8,1503,,,,,,,6.3,50,150,3.7,20,338,1.5,1267,20,-8,26,1312,49.6,3.4,1024.3,1031.6,756,1027.1,1450,1029.1,9.8,8.8,1200,2.03,11.88,,,,,,.5,.5,1,-4.4,,,,,,,,,,,,,,
155,창원,2015-12-31,3.3,-.3,2342,7.9,1359,,,,,,,11,50,1139,5.7,50,1152,1.6,1392,50,-4.8,43,1506,56,4.3,1024.6,1033,2325,1026.4,409,1029.3,9.8,8.2,1200,1.77,10.53,,,,,,2.1,1.6,1.8,-4.1,,,,,,,,,,,,,{연무}0844-{연무}{강도0}0900-1041.,
156,광주,2015-12-27,.8,-2.2,2346,4.6,9,,,,,,,7.6,290,1616,3.4,20,651,1.7,1503,20,-6.8,26,1247,58.1,3.8,1020.6,1033.3,2338,1024.5,1,1029.8,9.8,8.9,1300,1.79,10.72,,,,,,1.4,0,.8,-5.9,,,,,,,,,,,,,-{박무}-{박무}{강도1}0300-0419.,
156,광주,2015-12-28,0,-3.1,114,3.2,1424,,,,,,,7.5,50,1235,3.7,50,231,1.8,1521,50,-7.2,51,1530,58.3,3.6,1024,1034.5,2337,1031.9,538,1033.3,9.8,5.5,1100,1.48,8.65,,,,,,6.8,6.8,.1,-6.6,,,,,,,,,,,,,,
156,광주,2015-12-29,1.5,-3.1,726,6.8,1403,,,,,,,6.6,50,1037,4,70,1046,1.4,1214,20,-5.9,29,1406,59.3,3.9,1024,1035.2,731,1031.4,1440,1033.2,9.8,8.5,1200,1.94,11.15,,,,,,1.4,.8,.3,-6.7,,,,,,,,,,,,,,
156,광주,2015-12-30,3,-2.5,737,8.1,1417,1.07,,,,,0,4.9,340,2301,3.1,200,2044,1.1,949,230,-3,41,1321,66.6,5,1020.7,1032.9,1,1027.7,2038,1029.8,9.8,6.6,1200,1.71,9.66,,,,,,4.6,4.3,1.1,-7.2,,,,,,,,,,,,,{박무}0342-{박무}{강도0}0600-{박무}{강도0}0900-1043. {비}2256-{비}{강도0}2400-,
156,광주,2015-12-31,3.8,1.3,2359,7.5,1413,5.32,,,,,2.5,7.8,50,1159,3.7,50,1309,1.5,1305,20,-.4,47,1420,76.6,6,1022.2,1034.4,2252,1027.6,137,1031.4,9.8,6,1200,1.67,9.05,,,,,,5.4,4.8,3.1,-3.8,,,,,,,,,,,,,-{비}-{비}{강도0}0300-0519. {박무}0011-{박무}{강도1}0300-{박무}{강도1}0600-{시정(미만)}{1km}{안개}0804-{시정(미만)}{0.5km}{안개}0811-{시정(이상)}{0.5km}-{안개}0844-{시정(이상)}{1km}{박무}0849-{박무}{강도2}0900-1141. {연무}1133-{연무}{강도0}1200-1249. {연무}2103-2327. {박무}2324-{박무}{강도0}2400-,.75
159,부산,2015-12-27,5.8,1.3,2357,10.4,1353,,,,,,,10.4,320,2200,6.2,340,2003,2.9,2473,340,-7.9,23,1842,38.3,3.6,1017.2,1028.8,2305,1022.3,1,1025.8,9.8,8.6,1200,1.68,9.78,,,,,,.5,0,4.2,-.8,5.5,5.9,7.5,8,9.1,12.5,15.1,17.6,18.2,,3.2,,-{연무}-{연무}{강도0}0300-{연무}{강도0}0600-{연무}{강도0}0900-1130.,
159,부산,2015-12-28,1.2,-2,709,5.4,1437,,,,,,,11.9,20,129,6.3,360,450,3.2,2734,360,-14,22,319,31.5,2.1,1021,1031.8,2355,1028.3,125,1029.9,9.8,9.3,1200,1.86,11.42,,,,,,.1,.1,1.4,-3.5,3,3.7,6.2,7.1,8.6,12.4,15.1,17.5,18.1,,1.1,,,
159,부산,2015-12-29,2.7,-1.6,713,8.3,1504,,,,,,,13.6,290,31,6.1,320,33,2.9,2518,360,-12.7,22,1501,31.9,2.3,1022.3,1032.9,948,1029.8,1447,1031.1,9.8,9.2,1100,1.88,11.28,,,,,,.6,0,1.7,-3.9,2.8,3.4,5.4,6.2,7.8,12.2,15,17.5,18.1,,1.1,,,
159,부산,2015-12-30,4.7,0,702,11,1309,,,,,,,11.2,360,48,7.3,340,50,2.3,2024,270,-7.6,27,1511,41.3,3.5,1020,1031,803,1027,1511,1028.7,9.8,9.2,1200,1.82,11.05,,,,,,0,0,3,-4.7,3.7,4.1,5.4,6,7.4,12,14.9,17.4,18.1,,2.2,,,
159,부산,2015-12-31,5.7,2.7,2348,10.5,1422,,,,,,,11.6,250,1355,6.9,340,2259,3.2,2749,340,-3.6,34,1606,51.9,4.7,1020,1032.1,2309,1025.7,438,1028.7,9.8,8.6,1200,1.75,10.01,,,,,,1,1,4.1,-1,4.6,4.8,5.8,6.2,7.2,11.7,14.8,17.3,18,,2.3,,{연무}1030-{연무}{강도0}1200-1420. {연무}2010-{연무}{강도0}2100-{연무}{강도0}2400-,
162,통영,2015-12-27,5.1,.7,2304,10.4,1343,,,,,,,5.5,320,2128,3.2,320,2129,1.6,1363,360,-4.8,30,1443,51.5,4.5,1022.2,1029.7,2253,1022.9,1,1026.3,9.8,8.1,,,,,,,,,,,3.8,-4.1,,,,,,,,,,,,,,
162,통영,2015-12-28,1.8,-1.6,757,6.9,1432,,,,,,,9.5,320,1901,5.5,340,1903,3.1,2677,340,-10.4,31,604,40,2.8,1026.6,1032.9,2359,1029.2,1427,1030.8,9.8,8.8,,,,,,,,,,,.8,-6.4,,,,,,,,,,,,,,
162,통영,2015-12-29,2.4,-1.7,634,8,1401,,,,,,,8.7,20,201,5.6,360,144,1.9,1629,340,-8,23,1352,47.5,3.4,1027.8,1033.6,859,1030.5,1431,1031.9,9.8,8.8,,,,,,,,,,,.8,-6.4,,,,,,,,,,,,,,
162,통영,2015-12-30,3.4,-1.3,604,8.4,1454,,,,,,,5.5,230,1352,3.4,200,1355,1.3,1130,360,-4.4,33,1335,58.5,4.5,1025.2,1031.6,1,1027.5,1433,1029.3,9.9,8.5,,,,,,,,,,,1.8,-5.3,,,,,,,,,,,,,,
162,통영,2015-12-31,5.2,.9,2358,10.6,1500,,,,,,,12.9,360,1150,5.7,340,1150,2.3,2003,340,-2,34,1513,61.8,5.3,1025.3,1033.2,2249,1026.4,352,1029.4,9.9,8.4,,,,,,,,,,,4.4,-4,,,,,,,,,,,,,,
165,목포,2015-12-27,2.5,1,1748,5.5,1,,,,,,,13.4,360,1336,9.7,360,1536,5.9,5099,360,-3.5,53,1313,64.6,4.8,1024.9,1032.8,2317,1024.3,16,1029.8,9.8,8.3,1200,1.46,8.02,,,,,,5,4,3.7,-.4,5.4,6.2,7.4,8.2,8.7,11,12.9,16.2,18.3,,2.8,,-{박무}-{박무}{강도0}0300-0335.,
165,목포,2015-12-28,1.3,-.4,704,3.8,1356,.47,,,,,0,10.7,360,53,7.8,360,139,3,2577,50,-3.1,61,1,72.5,4.9,1028.4,1034.2,2241,1031.8,510,1033.3,9.8,2,1300,1.05,4.88,,,,,,7.9,7.9,3.4,-1.5,4.9,5.5,6.7,7.5,8.2,10.8,12.8,16.1,18.3,,.9,0,{소낙눈}2030-2058.,
165,목포,2015-12-29,2.2,-1.4,506,7,1420,,,,,,,7.3,20,1413,5.2,360,1415,1.9,1626,50,-2.5,49,1322,71.4,5.1,1028.3,1034.8,711,1031.7,1420,1033.2,9.8,7.1,1300,1.49,8.04,,,,,,2.1,1.6,2.6,-5,4.5,5.1,6.4,7.2,7.8,10.7,12.7,16,18.2,,1.8,,{박무}2042-{박무}{강도0}2100-{박무}{강도0}2400-,
165,목포,2015-12-30,4.5,-1.3,749,8.8,1325,.4,,,,,.3,6.6,250,1832,4.6,250,1836,2.2,1879,160,-.9,44,1237,68.9,5.8,1024.7,1032.4,1,1027.7,2222,1029.5,9.9,5.3,1200,1.47,7.08,,,,,,4.5,4.1,3.8,-5.1,4.7,5,6.2,6.9,7.4,10.4,12.5,15.9,18.2,,1.5,6.1,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-{박무}{강도0}0900-0940. {연무}0937-1141. {박무}2310-{박무}{강도0}2400- {비}2145-2209.,
165,목포,2015-12-31,4.8,3,2155,7.4,1,2.27,,,,,5.8,11.8,320,721,7.5,340,730,3,2554,20,1.7,63,1503,80.9,6.9,1026.5,1034.2,2239,1027.5,45,1031.3,9.9,4.7,1100,1.09,5.85,,,,,,6.4,5.5,5.6,-.6,6.4,6.4,7.1,7.5,7.8,10.2,12.4,15.8,18.2,,1.1,,-{박무}-{박무}{강도1}0300-{박무}{강도1}0600-0850. {비}0048-0142. {비}0718-0840. {박무}0930-1150. {박무}1255-1345. {연무}1340-{연무}{강도0}1500-1730. {박무}1725-{박무}{강도0}1800-{박무}{강도0}2100-{박무}{강도0}2400-,
168,여수,2015-12-27,3.8,-.8,2357,7.7,1335,,,,,,,16.3,340,1857,11.5,340,1654,6.4,5492,340,-11.1,12,1304,36.3,2.9,1018.5,1030.1,2322,1023,1,1026.6,9.8,8.9,,,,,,,,,2,.3,4,-1.6,6,7.2,7.6,8.2,8.6,11.6,14.1,18.2,18.7,,3.4,,-{연무}-{연무}{강도1}0300-{연무}{강도0}0600-{연무}{강도0}0900-0940.,
168,여수,2015-12-28,.8,-1.7,440,4.2,1349,,,,,,,18.4,340,700,12.2,340,702,6.6,5662,340,-10.3,29,231,43.5,2.8,1022.8,1033.3,2114,1029.3,530,1031.1,9.9,9,,,,,,,,,0,0,1.3,-2.6,4,5.5,6.2,7.1,7.9,11.5,14,18.1,18.7,,1.9,,,
168,여수,2015-12-29,2.9,-.5,606,7.4,1349,,,,,,,14.2,290,148,7.4,340,116,3.9,3373,340,-10.2,17,1434,39.4,2.9,1023.5,1033.4,719,1030,1435,1031.7,9.9,9,,,,,,,,,1.1,0,2.1,-2.4,4.2,5.3,5.8,6.5,7.2,11.3,13.9,18,18.6,,1.6,,,
168,여수,2015-12-30,4,0,735,7.9,1512,,,,,,,7.3,230,1449,5.5,250,1407,2.4,2037,90,-6.7,30,1315,46.1,3.8,1021.1,1031.6,9,1027.3,1424,1029.2,9.9,8.6,,,,,,,,,1.6,1.6,2.5,-5.4,4.4,5.4,5.8,6.4,7,11,13.9,18,18.6,,2,0,,
168,여수,2015-12-31,5.2,2.8,2400,7.7,1412,1.25,,,,,0,14.2,340,1441,10,340,1604,5.2,4453,340,-3.9,33,1618,52.9,4.6,1021.5,1033,2308,1026.5,248,1029.5,9.9,8.8,,,,,,,,,2.5,1.9,3.9,-1,4.9,5.7,6,6.5,6.9,10.8,13.7,17.9,18.6,,2.4,,{비}0355-0510. {박무}0445-0550. {연무}0545-{연무}{강도0}0600-{연무}{강도0}0900-0950.,
169,흑산도,2015-12-27,2.7,1.3,1844,6.8,1,,,,,,,15.9,340,1840,11.4,340,1826,9.7,8400,360,-2.2,60,1321,70.3,5.2,1020.1,1033,2350,1024.1,2,1029.8,9.8,1.6,1300,1.17,5.38,,,,,,8,8,6,1,,,,,,,,,,,,,-{박무}-0111.,
169,흑산도,2015-12-28,3.1,1.5,116,4.7,2258,.32,,,,,0,14.8,340,1248,11.2,360,50,8.2,7065,340,-3.2,53,2303,63.4,4.9,1023.2,1033.8,1100,1031.5,509,1032.9,9.9,.3,1200,.78,3.11,,,,,,9.3,7.3,4.8,.9,,,,,,,,,,,,,{비}1613-1629. {비}1715-1718.,
169,흑산도,2015-12-29,4.7,3.3,519,6.3,1418,,,,,,,11,340,22,8.3,360,348,4,3472,360,-2.6,50,2353,58.9,5.1,1022.9,1034,637,1031.3,1419,1032.5,9.9,.1,1400,.62,3.23,,,,,,7.5,6.8,5.7,.3,,,,,,,,,,,,,,
169,흑산도,2015-12-30,6.8,4.4,401,10.4,1132,.87,,,,,0,9.8,340,2358,5.9,340,2400,2.3,1962,180,.2,48,327,63.4,6.3,1019.3,1031.5,1,1027.1,1447,1028.8,9.9,.5,1100,1.12,4.74,,,,,,8.4,7.5,6.7,1.5,,,,,,,,,,,,,{비}1523-1547. {비}2228-2256. {박무}2211-{박무}{강도0}2400-,
169,흑산도,2015-12-31,6.2,4.1,922,7.4,1154,4.05,,,,,.5,13.9,340,715,10.7,340,625,6.9,5946,340,.8,58,1959,68.6,6.5,1021.4,1034.1,2236,1027.1,118,1031,9.9,.8,1400,.82,3.69,,,,,,8,7.1,6.5,2,,,,,,,,,,,,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0738. {박무}0845-{박무}{강도0}0900-1053. {비}0039-0154. {비}0503-0556. {비}0852-{비}{강도0}0900-1036. {비}1236-1247.,
170,완도,2015-12-27,2.9,.6,1915,7.8,2,,,,,,,11.3,270,1641,6.4,270,1638,3.5,2983,250,-3,49,1353,65.3,5,1024.2,1032.1,2347,1023.4,1,1028.6,9.9,7.8,,,,,,,,,,,3.2,-.4,,,,,,,,,,,,,,
170,완도,2015-12-28,2.1,0,2034,4.8,1314,,,,,,,11,270,1342,6,250,1402,3,2590,250,-3.2,54,1337,68.3,4.9,1028.1,1033.9,2234,1031.1,502,1032.6,9.9,5.3,,,,,,,,,,,1.6,-1.6,,,,,,,,,,,,,,
170,완도,2015-12-29,3.2,-.1,632,6.9,1506,,,,,,,9.1,270,1428,4.8,270,1252,1.8,1573,230,-2.6,43,1244,66.9,5.1,1028.2,1034.4,800,1030.9,1434,1032.7,9.9,8.3,,,,,,,,,,,2,-1.9,,,,,,,,,,,,,,
170,완도,2015-12-30,4.5,-1,743,9.4,1436,,,,,,0,5.5,200,1528,3,230,1501,1.1,909,20,.2,47,1431,74.9,6.2,1025.1,1032.1,1,1027.8,1458,1029.5,9.9,7.2,,,,,,,,,,,3.7,-2,,,,,,,,,,,,,,
170,완도,2015-12-31,5.4,2.8,2322,7.3,211,,,,,,.4,8.1,270,1325,4.3,270,1230,2.1,1786,250,1.9,58,1535,79.4,7.1,1026.3,1034.1,2300,1026.8,218,1030.7,9.9,3.1,,,,,,,,,,,4.7,-.6,,,,,,,,,,,,,,
172,고창,2015-12-27,-.2,-2.6,2207,4.2,5,,,,,,,10.2,340,1536,7.6,320,1358,3.9,3389,50,-4.4,57,1202,73.6,4.4,1023.8,1033.5,2333,1025.2,1,1030.4,9.8,8,1200,2.01,11.14,,,,,,,,1.8,-4.7,,,,,,,,,,,,,,
172,고창,2015-12-28,-.7,-3,129,1.9,1247,,,,,,,8.5,70,3,6.6,70,2,2.9,2469,50,-4.4,63,325,75.8,4.5,1026.9,1034.9,2331,1032.4,557,1033.6,9.8,2.4,1200,1.53,7.06,,,,,,,,.6,-3.9,,,,,,,,,,,,,,
172,고창,2015-12-29,-.1,-4.1,715,5.7,1339,,,,,,,7.5,50,1351,5.3,50,1359,1.7,1511,20,-3.2,54,1329,81.3,4.8,1026.8,1035.3,1006,1031.9,1435,1033.5,9.8,8,1200,1.94,11.3,,,,,,,,1.6,-7.8,,,,,,,,,,,,,,
172,고창,2015-12-30,2.5,-4.5,714,7.8,1443,,,,,,5.4,8.5,230,2227,5.2,250,2236,1.9,1627,110,-.9,50,1255,81,5.8,1023,1032.7,1,1027.3,2014,1029.6,9.8,4.7,1200,1.8,8.57,,,,,,,,2.2,-8.1,,,,,,,,,,,,,,
172,고창,2015-12-31,3.5,.7,2308,7,1408,,,,,,1.1,10,360,1437,6.6,360,1511,2.4,2079,360,1.6,61,1401,89,6.9,1024.9,1034.4,2225,1027.7,39,1031.5,9.8,5.1,1300,1.6,7.68,,,,,,,,4,-1.5,,,,,,,,,,,,,,
174,순천,2015-12-27,.8,-3.2,2352,4.7,1421,,,,,,,11,340,1507,7.2,340,1514,4,3454,340,-9.1,19,1505,50.8,3.3,1007.3,1031.8,2302,1023.7,59,1028.1,9.8,8.5,,,,,,,,,,,1.7,-5.6,,,,,,,,,,,,,,
174,순천,2015-12-28,-.9,-4,232,2.6,1340,,,,,,,11.2,340,1341,6.2,340,1230,3.4,2924,340,-8.7,47,1324,55.6,3.2,1011.1,1033.6,2329,1030.7,1322,1032.1,9.8,7.9,,,,,,,,,,,-.6,-5.7,,,,,,,,,,,,,,
174,순천,2015-12-29,-.2,-4.7,2324,5.6,1454,,,,,,,9.1,340,1236,5.5,320,1244,2.3,2012,320,-9.1,26,1200,54.4,3.1,1011.4,1034.2,723,1030.4,1432,1032.4,9.8,8.7,,,,,,,,,,,1.1,-9.1,,,,,,,,,,,,,,
174,순천,2015-12-30,0,-6.8,754,7.7,1447,,,,,,,6.8,320,1406,4.6,290,1407,.9,817,290,-5.9,32,1211,67.8,3.9,1008.6,1032.6,10,1027,1447,1029.5,9.8,7.4,,,,,,,,,,,.7,-10.3,,,,,,,,,,,,,,
174,순천,2015-12-31,1.9,-3.2,2357,6.3,1318,,,,,,.7,9.9,340,1219,5.8,340,1436,2.1,1851,340,-2.7,42,1602,73.5,5.1,1009.5,1034.1,2259,1027.3,453,1030.3,9.8,7.1,,,,,,,,,,,3,-8,,,,,,,,,,,,,,
175,진도(첨찰산),2015-12-27,-1.8,-3.6,1932,2.2,1,,,,,,,15.2,340,1718,9.9,340,1707,6.2,5390,340,-4.3,66,1303,82.9,4.5,969.6,1032.3,2307,1024.1,1,1029.1,9.9,8.8,,,,,,,,,,,.2,-4.5,,,,,,,,,,,,,,
175,진도(첨찰산),2015-12-28,-1.8,-3.2,515,1.5,1229,,,,,,,14.1,320,1240,8.1,320,1243,5.2,4512,340,-4.1,63,1326,85.1,4.6,973.2,1034.2,1845,1031.3,453,1032.9,9.9,2.8,,,,,,,,,,,-.8,-4.4,,,,,,,,,,,,,,
175,진도(첨찰산),2015-12-29,-.4,-3.6,507,4.5,1434,,,,,,,9.5,360,740,7.2,340,732,3,2593,340,-3.9,53,1352,77.9,4.6,973.6,1034.6,748,1030.8,1424,1033,9.9,7.9,,,,,,,,,,,1.5,-5.9,,,,,,,,,,,,,,
175,진도(첨찰산),2015-12-30,2.5,-1.7,32,6.8,1220,,,,,,,7.8,290,2348,5.3,290,2350,2.5,2182,290,-2.8,47,1152,68.6,5,970.9,1032.5,1,1027.5,1354,1029.4,9.9,5.4,,,,,,,,,,,1.8,-5.5,,,,,,,,,,,,,,
175,진도(첨찰산),2015-12-31,1.4,-.8,2220,4.3,1506,,,,,,,11.4,320,1615,7.4,320,226,4.3,3700,340,.1,73,1507,91.4,6.2,972.2,1034.6,2225,1027.2,138,1031,9.9,5,,,,,,,,,,,3.3,-3.7,,,,,,,,,,,,,,
177,홍성,2015-12-27,-2.9,-6.3,2340,.5,1233,,,,,,,5.3,20,1319,3.4,360,1351,1.6,1389,360,-9.4,43,1531,62.4,3,1027.3,1032.7,2336,1025.2,1,1029.9,9.7,9,1200,1.87,10.85,,,,,,,,-1,-7.4,,,,,,,,,,,,,,
177,홍성,2015-12-28,-3.3,-7.6,227,1.8,1500,,,,,,,4.9,340,1356,3.3,50,1531,1.3,1107,50,-7.8,33,1358,72.5,3.4,1030.2,1034.1,1025,1031.8,1500,1032.8,9.7,7,1200,1.81,9.48,,,,,,,,-.5,-8.1,,,,,,,,,,,,,,
177,홍성,2015-12-29,-2.4,-7.2,747,3.3,1529,,,,,,,3.1,20,1544,2.1,50,1444,.7,621,20,-6.3,42,1234,76.5,3.9,1030.1,1034.5,801,1031.1,2058,1032.7,9.7,6.3,1200,1.75,8.63,,,,,,,,-.7,-8,,,,,,,,,,,,,,
177,홍성,2015-12-30,.8,-5.3,745,6.5,1244,,,,,,2.6,6.7,160,1335,3.4,180,1341,1.1,970,160,-1.8,48,1248,84.5,5.4,1025.6,1031.4,1,1025.6,1645,1028.1,9.7,5.4,1100,1.57,7.95,,,,,,,,0,-7.2,,,,,,,,,,,,,,
177,홍성,2015-12-31,1.4,-2.3,2350,6.3,1409,,,,,,,4.9,340,1509,3.1,50,1317,1,848,160,-.9,51,1538,85.8,5.7,1027.9,1033.2,2138,1026.3,110,1030.5,9.7,6.3,1300,1.73,8.88,,,,,,,,1.7,-4.5,,,,,,,,,,,,,,
184,제주,2015-12-27,6.7,4.5,2010,11.2,1,,,,,,,13.5,20,520,8.4,20,523,4.2,3633,320,.8,56,237,66.1,6.5,1026.5,1032.8,2329,1023.4,31,1029.1,10,.2,1100,.92,3.63,,,,,,8.3,7.6,6.5,4.8,8.9,9.6,10.3,10.7,11.3,12.7,12.8,17.3,19,1.1,1.6,,{박무}0320-{박무}{강도0}0600-0630.,
184,제주,2015-12-28,5.8,4.7,16,6.7,1219,,,,,,,13.1,360,1344,7.6,340,1346,4.6,4015,340,-1.2,53,1318,60.8,5.6,1030.4,1034.2,1921,1031.7,511,1033,10,.1,1200,.55,2.04,,,,,,8.4,8.4,5.1,4.9,7.4,8.5,9.5,10.2,11,12.5,12.2,16.8,18.8,1,1.7,,,
184,제주,2015-12-29,6.9,5.7,626,7.8,1312,,,,,,,11.1,20,454,6.4,20,548,3.2,2801,20,-1,47,212,57.3,5.7,1030,1034.5,821,1031.2,2013,1032.6,10,0,1300,.7,4.03,,,,,,8,7.3,6.3,5.6,7.5,8.1,9,9.6,10.4,12.1,12.1,17.2,19,.9,1.3,,,
184,제주,2015-12-30,8.4,6.6,520,11,1406,,,,,,,6.2,230,2347,4,230,2356,2,1751,160,0,45,1441,56.1,6.1,1027.1,1031.5,8,1028.2,2346,1029.7,10,5.3,1200,1.94,8.22,,,,,,7.5,6.1,8,6.1,8.5,8.7,9.2,9.5,10.3,11.9,12.2,17.4,19,1.2,2,.3,,
184,제주,2015-12-31,9,7.7,2240,10.7,254,3.67,,,,,.3,15.3,360,743,8.1,20,611,4.6,3993,360,1.6,45,850,60.3,6.9,1028.3,1034.4,2222,1026.8,451,1030.8,10,.2,1100,.75,2.85,,,,,,8,7.5,7.4,7.2,8.3,8.9,9.4,9.7,10.3,11.9,12.1,16.4,18.7,1,1.6,0,{비}0004-0139. {비}0510-0534. {비}0615-0630. {소나기}1010-1035. {소나기}1309-1410. {박무}0545-{박무}{강도0}0600-{박무}{강도0}0900-0910. {연무}0905-{연무}{강도0}1200-1310.,
185,고산,2015-12-27,6.3,4,2228,10.9,345,,,,,,,21.8,340,2041,15.9,340,2041,9.2,7955,340,1.1,55,12,69.3,6.7,1018.9,1031.9,2313,1023.2,23,1028.2,10,1.4,1100,.8,4,,,,,,,,5.7,3.9,,,,,,,,,,,,,,
185,고산,2015-12-28,5.2,4.1,204,6.8,1314,,,,,,,20.4,340,1624,15,340,1307,11.5,9962,340,-1.4,51,2331,62.3,5.5,1023,1033.8,2321,1030.5,510,1032.3,10,1,1300,.73,2.08,,,,,,,,4.7,3.9,,,,,,,,,,,,,,
185,고산,2015-12-29,6.6,5.2,711,7.7,1431,,,,,,,17.3,320,55,12,340,35,6.1,5254,340,-.8,50,127,59,5.8,1023.1,1034.1,1009,1031.1,1940,1032.4,10,5.3,1100,1.76,7.6,,,,,,,,7.3,4.9,,,,,,,,,,,,,,
185,고산,2015-12-30,7.6,5.3,611,11.2,1449,,,,,,0,12.7,270,2351,9.6,290,2355,3.2,2806,70,.7,47,1453,62.3,6.4,1020.6,1031.5,1,1028.4,2351,1029.8,10,5,1300,1.27,6.67,,,,,,,,9,4.6,,,,,,,,,,,,,,
185,고산,2015-12-31,8.4,7.2,2357,10.5,117,,,,,,.2,20.7,320,1037,15.8,340,1044,10.6,9134,340,1.3,49,915,61.5,6.8,1021.4,1034.1,2244,1026.8,517,1030.6,10,2.2,1200,1.24,4.44,,,,,,,,7.4,6.6,,,,,,,,,,,,,,
188,성산,2015-12-27,5.7,3.2,2137,8.4,505,,,,,,,13.6,290,1649,7.5,290,1656,3.3,2861,290,.4,56,1035,69.1,6.4,1025.4,1031.1,2349,1023,35,1027.6,10,6.4,,,,,,,,,,,5.5,3.1,,,,,,,,,,,,,,
